1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
4	W	115
0	R	115
4	J	757
4	R	757
6	N	757
6	J	757
4	W	758
6	R	758
4	J	760
6	E	760
4	R	760
4	W	761
0	R	761
4	J	779
4	R	779
4	W	779
0	R	779
4	J	1090
4	R	1090
4	W	1091
0	R	1091
4	J	1118
4	R	1118
4	W	1118
0	R	1118
4	J	1124
4	R	1124
4	W	1124
0	R	1124
4	J	1142
4	R	1142
4	W	1142
0	R	1143
4	J	1253
4	R	1253
4	W	1253
0	R	1253
4	J	1278
4	R	1278
4	W	1278
0	R	1278
4	J	1410
4	R	1410
4	W	1410
0	R	1410
4	J	1452
4	R	1452
4	W	1452
0	R	1452
4	J	1776
4	R	1776
7	N	1777
7	J	1778
4	W	1778
7	R	1778
