1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
4	W	115
0	R	115
3	J	3067
3	R	3067
3	W	3067
0	R	3067
4	J	6223
4	R	6223
6	N	6223
6	J	6224
4	W	6224
6	R	6224
4	J	6226
6	E	6227
4	R	6227
4	W	6227
0	R	6227
4	J	6286
4	R	6286
4	W	6286
0	R	6286
4	J	6499
4	R	6499
7	N	6499
7	J	6500
4	W	6500
7	R	6500
4	J	6502
7	E	6503
4	R	6503
4	W	6503
0	R	6503
4	J	6550
4	R	6550
4	W	6550
0	R	6550
4	J	6769
4	R	6769
8	N	6770
8	J	6770
4	W	6770
8	R	6770
4	J	6773
8	E	6773
4	R	6773
4	W	6774
0	R	6774
4	J	6829
4	R	6829
4	W	6829
0	R	6829
4	J	7621
4	R	7621
4	W	7621
0	R	7621
4	J	7718
4	R	7718
4	W	7719
0	R	7719
4	J	7739
4	R	7739
4	W	7739
0	R	7739
4	J	7829
4	R	7830
4	W	7830
0	R	7830
4	J	8046
4	R	8046
9	N	8048
9	J	8048
4	W	8049
9	R	8049
9	E	8054
4	J	8054
4	R	8054
10	N	8055
10	J	8055
4	W	8056
10	R	8056
4	J	8058
10	E	8058
4	R	8058
4	W	8059
0	R	8059
4	J	8108
4	R	8108
4	W	8108
0	R	8108
4	J	9321
4	R	9321
11	N	9321
11	J	9322
4	W	9322
11	R	9322
4	J	9324
11	E	9325
4	R	9325
4	W	9325
0	R	9325
4	J	9403
4	R	9403
4	W	9403
0	R	9403
4	J	9629
4	R	9629
12	N	9629
12	J	9630
4	W	9630
12	R	9630
4	J	9632
12	E	9633
4	R	9633
4	W	9633
0	R	9633
4	J	9709
4	R	9709
4	W	9709
0	R	9709
4	J	9929
4	R	9929
13	N	9929
13	J	9930
4	W	9930
13	R	9930
4	J	9932
13	E	9933
4	R	9933
4	W	9933
0	R	9933
4	J	9992
4	R	9992
4	W	9992
0	R	9992
4	J	20671
4	R	20671
4	W	20671
0	R	20671
4	J	20780
4	R	20780
4	W	20780
0	R	20780
4	J	20997
4	R	20997
4	W	20997
0	R	20997
4	J	21088
4	R	21089
4	W	21089
0	R	21089
4	J	21226
4	R	21226
4	W	21226
0	R	21226
4	J	21327
4	R	21327
4	W	21327
0	R	21327
4	J	21337
4	R	21337
4	W	21337
0	R	21337
4	J	21453
4	R	21453
4	W	21453
0	R	21453
4	J	22188
4	R	22188
4	W	22188
0	R	22188
4	J	22311
4	R	22311
4	W	22311
0	R	22311
4	J	22673
4	R	22673
4	W	22673
0	R	22673
4	J	22777
4	R	22777
4	W	22777
0	R	22777
4	J	23432
4	R	23432
4	W	23432
0	R	23432
4	J	23533
4	R	23533
4	W	23533
0	R	23533
4	J	25379
4	R	25379
4	W	25379
0	R	25379
4	J	25506
4	R	25506
4	W	25506
0	R	25506
4	J	25621
4	R	25621
4	W	25622
0	R	25622
4	J	25759
4	R	25759
4	W	25759
0	R	25759
4	J	25882
4	R	25882
4	W	25882
0	R	25882
4	J	25978
4	R	25978
4	W	25978
0	R	25978
4	J	26144
4	R	26144
4	W	26144
0	R	26144
4	J	26248
4	R	26248
4	W	26248
0	R	26248
4	J	28502
4	R	28502
4	W	28502
0	R	28502
4	J	28613
4	R	28613
4	W	28613
0	R	28613
4	J	29071
4	R	29071
4	W	29071
0	R	29071
4	J	29165
4	R	29165
4	W	29165
0	R	29165
4	J	29306
4	R	29306
4	W	29306
0	R	29306
4	J	29415
4	R	29415
4	W	29415
0	R	29415
4	J	29946
4	R	29946
4	W	29946
