1	N	24
1	J	24
0	J	24
1	R	24
2	N	24
2	J	24
1	W	24
2	R	24
3	N	31
3	J	32
2	E	34
1	J	34
3	R	34
3	W	37
1	R	37
4	N	37
4	J	37
1	W	37
4	R	37
5	N	53
5	J	53
4	W	53
5	R	53
4	J	54
5	E	55
4	R	55
4	W	57
0	R	57
4	J	445
4	R	445
6	N	445
6	J	445
4	W	445
6	R	445
4	J	446
6	E	447
4	R	447
4	W	447
0	R	447
4	J	451
4	R	451
4	W	451
0	R	451
4	J	466
4	R	466
7	N	466
7	J	466
4	W	466
7	R	466
4	J	467
7	E	468
4	R	468
4	W	468
0	R	468
4	J	475
4	R	475
4	W	475
0	R	475
4	J	486
4	R	486
8	N	486
8	J	486
4	W	486
8	R	486
4	J	487
8	E	488
4	R	488
4	W	488
0	R	488
4	J	497
4	R	497
4	W	497
0	R	497
4	J	572
4	R	572
4	W	572
0	R	572
4	J	578
4	R	578
4	W	578
0	R	578
4	J	579
4	R	579
4	W	579
0	R	579
4	J	588
4	R	588
4	W	588
0	R	588
4	J	635
4	R	635
9	N	636
9	J	636
4	W	637
9	R	637
9	E	640
4	J	640
4	R	640
10	N	640
10	J	640
4	W	640
10	R	640
4	J	641
10	E	641
4	R	642
4	W	642
0	R	642
4	J	643
4	R	643
4	W	643
0	R	643
4	J	702
4	R	702
11	N	702
11	J	702
4	W	703
11	R	703
4	J	704
11	E	704
4	R	704
4	W	704
0	R	704
4	J	710
4	R	710
4	W	710
0	R	710
4	J	730
4	R	730
12	N	730
12	J	730
4	W	730
12	R	730
4	J	731
12	E	732
4	R	732
4	W	732
0	R	732
4	J	736
4	R	736
4	W	736
0	R	736
4	J	747
4	R	747
13	N	747
13	J	747
4	W	747
13	R	748
4	J	749
13	E	749
4	R	749
4	W	749
0	R	749
4	J	758
4	R	758
4	W	758
0	R	758
4	J	1117
4	R	1117
4	W	1117
0	R	1117
4	J	1132
4	R	1132
4	W	1132
0	R	1132
4	J	1132
4	R	1132
4	W	1132
0	R	1132
4	J	1150
4	R	1150
4	W	1150
0	R	1150
4	J	1164
4	R	1164
4	W	1164
0	R	1164
4	J	1171
4	R	1171
4	W	1171
0	R	1171
3	J	1537
3	R	1537
3	W	1537
0	R	1537
4	J	1844
4	R	1844
4	W	1844
0	R	1844
4	J	1855
4	R	1855
4	W	1855
4	J	1855
4	W	1855
0	R	1855
4	J	1866
4	R	1866
4	W	1866
0	R	1866
4	J	1910
4	R	1910
4	W	1910
0	R	1910
4	J	1922
4	R	1922
4	W	1922
0	R	1922
4	J	1988
4	R	1988
4	W	1988
0	R	1988
4	J	1999
4	R	1999
4	W	1999
0	R	1999
4	J	2002
4	R	2002
4	W	2002
0	R	2002
4	J	2012
4	R	2012
4	W	2012
0	R	2012
4	J	2021
4	R	2021
4	W	2021
0	R	2021
4	J	2029
4	R	2029
4	W	2029
0	R	2029
4	J	2041
4	R	2041
4	W	2041
0	R	2041
4	J	2049
4	R	2049
4	W	2049
0	R	2049
4	J	2201
4	R	2201
4	W	2201
0	R	2201
4	J	2207
4	R	2207
4	W	2207
0	R	2207
4	J	2239
4	R	2239
4	W	2240
0	R	2240
4	J	2255
4	R	2255
4	W	2255
0	R	2255
4	J	2270
4	R	2270
14	N	2271
14	J	2271
4	W	2271
14	R	2271
14	E	2273
4	J	2273
4	R	2273
15	N	2273
15	J	2274
4	W	2274
15	R	2274
4	J	2275
15	E	2275
4	R	2275
4	W	2275
0	R	2275
4	J	2279
4	R	2279
4	W	2279
0	R	2279
4	J	2793
4	R	2793
4	W	2793
0	R	2793
4	J	2809
4	R	2809
4	W	2809
0	R	2809
4	J	2811
4	R	2811
4	W	2811
0	R	2811
4	J	2818
4	R	2818
4	W	2818
0	R	2818
4	J	2835
4	R	2835
4	W	2835
0	R	2835
4	J	2851
4	R	2851
4	W	2851
0	R	2851
4	J	2853
4	R	2853
4	W	2853
0	R	2853
4	J	2867
4	R	2867
4	W	2867
0	R	2867
4	J	2882
4	R	2882
4	W	2882
0	R	2882
4	J	2889
4	R	2889
4	W	2889
0	R	2889
4	J	3074
4	R	3074
4	W	3074
0	R	3074
4	J	3090
4	R	3090
4	W	3090
0	R	3090
4	J	3102
4	R	3102
4	W	3102
0	R	3102
4	J	3121
4	R	3121
4	W	3121
0	R	3121
4	J	3150
4	R	3150
4	W	3150
0	R	3150
4	J	3162
4	R	3162
4	W	3162
0	R	3162
4	J	3315
4	R	3315
4	W	3315
0	R	3315
4	J	3326
4	R	3326
4	W	3326
0	R	3326
4	J	3335
4	R	3335
4	W	3335
0	R	3335
4	J	3345
4	R	3345
4	W	3345
0	R	3346
4	J	3371
